index,0,1,2
26457,0.0423850691208298,0.1943670792614383,0.7632478516177318
26458,0.2525988053971037,0.14551904322275158,0.6018821513801447
26459,0.06313671967811255,0.2121755463878871,0.7246877339340004
26460,0.0835177929496811,0.13085120684941598,0.7856310002009029
26461,0.12607480948397018,0.14826750659875476,0.725657683917275
26462,0.030911423865641885,0.22237583668571162,0.7467127394486466
26463,0.6225815498530383,0.3706428994433943,0.006775550703567383
26464,0.2507030889018834,0.17300628389116815,0.5762906272069485
26465,0.09996643421681775,0.11857768860322516,0.7814558771799571
26466,0.013614193304930331,0.4113330767176632,0.5750527299774064
26467,0.25697473207508587,0.20389164321424544,0.5391336247106687
26468,0.08766814367359,0.11037691637519252,0.8019549399512175
26469,0.6368903349588453,0.1217456982166942,0.24136396682446043
26470,0.08190090227448713,0.1564243803429019,0.7616747173826109
26471,0.10667243161660005,0.11276214476313577,0.7805654236202642
26472,0.045806240555812214,0.14591322385709557,0.8082805355870921
26473,0.11559199205914535,0.13346483087177685,0.7509431770690779
26474,0.1669659083868863,0.8218069184280391,0.011227173185074522
26475,0.09236953199437813,0.2595673444809522,0.6480631235246697
26476,0.055870118041664356,0.13974100022643718,0.8043888817318984
26477,0.08033002207402073,0.20566638811879584,0.7140035898071834
26478,0.15690718978412913,0.15798988154442314,0.6851029286714478
26479,0.1028962584808241,0.20902172311294057,0.6880820184062353
26480,0.09405567331951686,0.12210012805880792,0.7838441986216753
26481,0.2260555603664205,0.15699044660483738,0.6169539930287422
26482,0.20822767927087754,0.09203957773525959,0.6997327429938629
26483,0.0771438814860112,0.20542146418000046,0.7174346543339883
26484,0.06297556356083507,0.16242855886271276,0.7745958775764522
26485,0.12911300667687428,0.10005269737826986,0.7708342959448559
26486,0.10414363990632627,0.13353003311759812,0.7623263269760757
26487,0.12349070768321109,0.17279168149103044,0.7037176108257583
26488,0.16422322719140278,0.8034649746189986,0.032311798189598805
26489,0.11923432814987185,0.19090316596769255,0.6898625058824356
26490,0.1207197438275173,0.2214829068413714,0.6577973493311112
26491,0.09178334401293209,0.18776285818031088,0.720453797806757
26492,0.08226524206243316,0.10429095086716741,0.8134438070703994
26493,0.4529883034586179,0.5446570969247617,0.0023545996166203275
26494,0.09052324699343517,0.18990527592132322,0.7195714770852416
26495,0.07137593695277196,0.06515407880581998,0.863469984241408
26496,0.15803335578609073,0.1503512949427825,0.6916153492711268
26497,0.046927159374096236,0.42213942391066306,0.5309334167152406
26498,0.13299943622162025,0.33537252133388323,0.5316280424444966
26499,0.16180365177209308,0.1582199215064811,0.6799764267214259
26500,0.09805194679801357,0.2600027841461588,0.6419452690558276
26501,0.27870911383377023,0.12076810026096045,0.6005227859052693
26502,0.051122215728444,0.0750104088925693,0.8738673753789866
26503,0.16811187447812648,0.1764016169462515,0.655486508575622
26504,0.05994408760501183,0.1805668149669309,0.7594890974280573
26505,0.04110013328500492,0.11940313251838591,0.8394967341966091
26506,0.21098328200815072,0.7574579918126934,0.03155872617915579
26507,0.02698546595623954,0.9682867527493305,0.004727781294430053
26508,0.04699597225843523,0.49721848218039144,0.45578554556117323
26509,0.09803754029571811,0.08238619025949381,0.8195762694447881
26510,0.11844522265275745,0.25125786450401405,0.6302969128432284
26511,0.054782924428669506,0.1765090656314918,0.7687080099398388
26512,0.1266113096270391,0.24051718473738531,0.6328715056355755
26513,0.08627579579616498,0.280932681805821,0.6327915223980141
26514,0.05624930831587136,0.10323605773420011,0.8405146339499285
26515,0.46155825373285037,0.06387813913012977,0.4745636071370199
26516,0.1076046415681172,0.20003209291023477,0.6923632655216481
26517,0.24417862181769004,0.7502078063391261,0.005613571843183995
26518,0.06561448909788078,0.14493422611104267,0.7894512847910765
26519,0.32506086773494586,0.16704123818782643,0.5078978940772277
26520,0.009825466202094464,0.7936545835055906,0.19651995029231478
26521,0.0816337028916617,0.1666211605676892,0.7517451365406491
26522,0.09738093475783965,0.2472762141247179,0.6553428511174424
26523,0.08148297074642212,0.25828394584360126,0.6602330834099766
26524,0.04014026013627108,0.3786420389084461,0.5812177009552828
26525,0.1239634389501385,0.23144398711617264,0.6445925739336889
26526,0.05906141676646148,0.11509127322181524,0.8258473100117233
26527,0.1045849941313463,0.3515192729534758,0.5438957329151779
26528,0.06512472022503048,0.9290292786173707,0.0058460011575989694
26529,0.26583437901124163,0.11686479090220647,0.6173008300865519
26530,0.04258196239717725,0.21214932068315248,0.7452687169196703
26531,0.05975073108814929,0.22009845605367456,0.7201508128581761
26532,0.1511054169754776,0.14381564477458972,0.7050789382499326
26533,0.06514815211656247,0.06581215721366211,0.8690396906697755
26534,0.057571324257378834,0.11803278003495178,0.8243958957076695
26535,0.10112261028193678,0.16074857701554526,0.738128812702518
26536,0.10700727231969234,0.14100989955207052,0.751982828128237
26537,0.08014148280890326,0.0533953821734044,0.8664631350176925
26538,0.11115010874613031,0.23063490142759893,0.6582149898262708
26539,0.04535666508234507,0.21653652793534742,0.7381068069823075
26540,0.14112187280238442,0.40994266597424667,0.4489354612233688
26541,0.08507160485572803,0.13208449618976964,0.7828438989545023
26542,0.12753440871847072,0.20221975177846838,0.6702458395030608
26543,0.07306466533920089,0.04332439703198682,0.8836109376288122
26544,0.09608050483040166,0.1847909409698879,0.7191285541997104
26545,0.15785100801881416,0.18524885282791115,0.6569001391532746
26546,0.09930430954827305,0.20114175045678956,0.6995539399949373
26547,0.1028021097658272,0.05307469919249647,0.8441231910416762
26548,0.12322004543446635,0.09202631989526734,0.7847536346702663
26549,0.5635834473235899,0.4294383356550646,0.006978217021345539
26550,0.1523294798721396,0.21261687020160605,0.6350536499262543
26551,0.05922844524487196,0.09799005152632229,0.8427815032288059
26552,0.014225245058058129,0.08772080594585066,0.8980539489960911
26553,0.08854855261242767,0.12284714227374213,0.7886043051138302
26554,0.10591877442754236,0.34734791163365797,0.5467333139387996
26555,0.048736669661791986,0.10749338748505224,0.8437699428531557
26556,0.05219847404605555,0.15589363747784665,0.7919078884760977
26557,0.10625402756482241,0.12330139639033426,0.7704445760448433
26558,0.2846691525536854,0.1238598683069073,0.5914709791394073
26559,0.168296184994968,0.24789258534749162,0.5838112296575404
26560,0.07703773333077688,0.26681518457928194,0.6561470820899411
26561,0.0659348071975125,0.16742215800663274,0.7666430347958547
26562,0.12964899195089405,0.2270911553234257,0.6432598527256802
26563,0.07335949669735851,0.127205077466559,0.7994354258360825
26564,0.13162721040117836,0.11664152042627969,0.751731269172542
26565,0.10122359171029972,0.20563367129467763,0.6931427369950226
26566,0.12228709013681825,0.14065038547078015,0.7370625243924016
26567,0.05386207462314144,0.2494945328386649,0.6966433925381936
26568,0.4753427091168323,0.5131403743021078,0.011516916581060015
26569,0.06318787329371756,0.04837690295901854,0.8884352237472639
26570,0.15043866408367507,0.3189804620487062,0.5305808738676187
26571,0.06639652723217125,0.11844862402007307,0.8151548487477556
26572,0.07995020526054834,0.3044987628380916,0.6155510319013602
26573,0.07652082499046105,0.09812193889528197,0.825357236114257
26574,0.23072518930753305,0.07997134128682687,0.68930346940564
26575,0.12319924913789815,0.1283178630863367,0.7484828877757652
26576,0.032624909835687846,0.08859046199624672,0.8787846281680655
26577,0.1778214509813846,0.13082897773435595,0.6913495712842593
26578,0.30596333191087804,0.13374078488141508,0.5602958832077068
26579,0.2700437942337334,0.7215263861966232,0.008429819569643279
26580,0.034086394892694875,0.11000035776077692,0.8559132473465283
26581,0.046910251272742384,0.14377081595231783,0.8093189327749398
26582,0.09351054859514424,0.1635179772980708,0.7429714741067851
26583,0.13133963382095865,0.13331573899599425,0.7353446271830473
26584,0.04026116159002932,0.13427707021633897,0.8254617681936317
26585,0.2816463203088021,0.1912075860814302,0.5271460936097677
26586,0.35633398928631355,0.22398471589272897,0.4196812948209575
26587,0.20348196110408395,0.41753374166022916,0.3789842972356868
26588,0.06001016360007216,0.12212766205870869,0.8178621743412191
26589,0.08347473078771109,0.22213428543929606,0.6943909837729928
26590,0.20402831673684205,0.20898970618770857,0.5869819770754493
26591,0.1799914611840441,0.8105288548629848,0.009479683952971068
26592,0.26464532212642744,0.15149418096757142,0.5838604969060012
26593,0.09620490589387179,0.19068149706658905,0.7131135970395391
26594,0.20038197218958997,0.08781321751107782,0.7118048102993322
26595,0.06278049427961317,0.12847110272617054,0.8087484029942164
26596,0.08417619145298298,0.24255827837995683,0.6732655301670603
26597,0.10671346189295065,0.41500539776273626,0.4782811403443131
26598,0.12193999483352139,0.18349401543088406,0.6945659897355946
